ref_year,provider_code,code_year,provider_name,Course_level,primary_BFOE,citizenship,EFTSL
2017,3040,3040-2017,The University of Sydney,Undergrad,04 Architecture and Building,International,273.3125
2017,3040,3040-2017,The University of Sydney,Undergrad,"05 Agriculture, Environmental and Related Studies",International,73.875
2017,3040,3040-2017,The University of Sydney,Undergrad,06 Health,International,874.8541668
2017,3040,3040-2017,The University of Sydney,Undergrad,07 Education,International,129.0416667
2017,3040,3040-2017,The University of Sydney,Undergrad,08 Management and Commerce,International,1897.3125
2017,3040,3040-2017,The University of Sydney,Undergrad,09 Society and Culture,International,1643.4375
2017,3040,3040-2017,The University of Sydney,Undergrad,10 Creative Arts,International,113.3125
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,02 Information Technology,Domestic,128.625
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,03 Engineering and Related Technologies,Domestic,7.25
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,04 Architecture and Building,Domestic,87.75
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,06 Health,Domestic,464.25
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,07 Education,Domestic,856.625
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,08 Management and Commerce,Domestic,744.0625
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,09 Society and Culture,Domestic,561
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,10 Creative Arts,Domestic,20.5625
2017,3042,3042-2017,Queensland University of Technology,Undergrad,01 Natural and Physical Sciences,Domestic,1737.125
2017,3042,3042-2017,Queensland University of Technology,Undergrad,02 Information Technology,Domestic,1269
2017,3042,3042-2017,Queensland University of Technology,Undergrad,03 Engineering and Related Technologies,Domestic,2703.625
2017,3042,3042-2017,Queensland University of Technology,Undergrad,04 Architecture and Building,Domestic,1683.75
2017,3042,3042-2017,Queensland University of Technology,Undergrad,06 Health,Domestic,4450.75
2017,3042,3042-2017,Queensland University of Technology,Undergrad,07 Education,Domestic,1601.125
2017,3042,3042-2017,Queensland University of Technology,Undergrad,08 Management and Commerce,Domestic,5209.625
2017,3042,3042-2017,Queensland University of Technology,Undergrad,09 Society and Culture,Domestic,3978.125
2017,3042,3042-2017,Queensland University of Technology,Undergrad,10 Creative Arts,Domestic,4149.125
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,02 Information Technology,International,354.125
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,03 Engineering and Related Technologies,International,40.375
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,04 Architecture and Building,International,21.625
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,06 Health,International,175
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,07 Education,International,42.625
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,08 Management and Commerce,International,973.5
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,09 Society and Culture,International,121.875
2017,3042,3042-2017,Queensland University of Technology,Postgrad by course,10 Creative Arts,International,27.5
2017,3042,3042-2017,Queensland University of Technology,Undergrad,01 Natural and Physical Sciences,International,111
2017,3042,3042-2017,Queensland University of Technology,Undergrad,02 Information Technology,International,340.375
2017,3042,3042-2017,Queensland University of Technology,Undergrad,03 Engineering and Related Technologies,International,567
2017,3042,3042-2017,Queensland University of Technology,Undergrad,04 Architecture and Building,International,194.125
2017,3042,3042-2017,Queensland University of Technology,Undergrad,06 Health,International,700.25
2017,3042,3042-2017,Queensland University of Technology,Undergrad,07 Education,International,34.75
2017,3042,3042-2017,Queensland University of Technology,Undergrad,08 Management and Commerce,International,1351.5
2017,3042,3042-2017,Queensland University of Technology,Undergrad,09 Society and Culture,International,105
2017,3042,3042-2017,Queensland University of Technology,Undergrad,10 Creative Arts,International,399.5
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,03 Engineering and Related Technologies,Domestic,2.25
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,04 Architecture and Building,Domestic,0.25
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,06 Health,Domestic,17.75
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,07 Education,Domestic,193.4375
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,08 Management and Commerce,Domestic,61.0625
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,09 Society and Culture,Domestic,85.25
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,10 Creative Arts,Domestic,42.125
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,01 Natural and Physical Sciences,Domestic,683.75
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,02 Information Technology,Domestic,139.375
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,03 Engineering and Related Technologies,Domestic,297
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,04 Architecture and Building,Domestic,44.5
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,"05 Agriculture, Environmental and Related Studies",Domestic,152.375
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,06 Health,Domestic,2590.5
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,07 Education,Domestic,906.5
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,08 Management and Commerce,Domestic,901.25
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,09 Society and Culture,Domestic,1412.125
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,10 Creative Arts,Domestic,585.875
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,02 Information Technology,International,189.625
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,06 Health,International,61.875
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,07 Education,International,47.1875
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,08 Management and Commerce,International,643.375
2017,3043,3043-2017,University of the Sunshine Coast,Postgrad by course,09 Society and Culture,International,28.875
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,01 Natural and Physical Sciences,International,26.375
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,02 Information Technology,International,226.875
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,03 Engineering and Related Technologies,International,14.25
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,04 Architecture and Building,International,1
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,"05 Agriculture, Environmental and Related Studies",International,13.5
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,06 Health,International,279.9375
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,07 Education,International,2
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,08 Management and Commerce,International,491.125
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,09 Society and Culture,International,90.375
2017,3043,3043-2017,University of the Sunshine Coast,Undergrad,10 Creative Arts,International,21.25
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,01 Natural and Physical Sciences,Domestic,1.625
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,06 Health,Domestic,883.8694446
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,07 Education,Domestic,327.4916699
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,08 Management and Commerce,Domestic,22.875
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,09 Society and Culture,Domestic,87.53
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,01 Natural and Physical Sciences,Domestic,244.8375
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,06 Health,Domestic,2393.191343
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,07 Education,Domestic,2012.536783
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,08 Management and Commerce,Domestic,582.0166667
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,09 Society and Culture,Domestic,1414.029445
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,10 Creative Arts,Domestic,229.125
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,06 Health,International,0.75
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,07 Education,International,5.506666748
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,08 Management and Commerce,International,1.625
2017,3044,3044-2017,The University of Notre Dame Australia,Postgrad by course,09 Society and Culture,International,6.825
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,06 Health,International,25.56000039
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,07 Education,International,1.993333336
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,08 Management and Commerce,International,9.625
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,09 Society and Culture,International,25.0788889
2017,3044,3044-2017,The University of Notre Dame Australia,Undergrad,10 Creative Arts,International,2.875
2017,3045,3045-2017,University of Tasmania,Postgrad by course,01 Natural and Physical Sciences,Domestic,31.175
2017,3045,3045-2017,University of Tasmania,Postgrad by course,02 Information Technology,Domestic,5
2017,3045,3045-2017,University of Tasmania,Postgrad by course,03 Engineering and Related Technologies,Domestic,20.875
2017,3045,3045-2017,University of Tasmania,Postgrad by course,04 Architecture and Building,Domestic,41.5
2017,3045,3045-2017,University of Tasmania,Postgrad by course,"05 Agriculture, Environmental and Related Studies",Domestic,14.125
2017,3045,3045-2017,University of Tasmania,Postgrad by course,06 Health,Domestic,384.375
2017,3045,3045-2017,University of Tasmania,Postgrad by course,07 Education,Domestic,430.25
2017,3045,3045-2017,University of Tasmania,Postgrad by course,08 Management and Commerce,Domestic,159.5
2017,3045,3045-2017,University of Tasmania,Postgrad by course,09 Society and Culture,Domestic,196.75
2017,3045,3045-2017,University of Tasmania,Postgrad by course,10 Creative Arts,Domestic,9.625
2017,3045,3045-2017,University of Tasmania,Undergrad,01 Natural and Physical Sciences,Domestic,875.875
2017,3045,3045-2017,University of Tasmania,Undergrad,02 Information Technology,Domestic,255.875
