index,provider_name,prv,affiliation,affil_status,profit,type,ownership,TEQSA_type,ref_year,code_year,success_all,success_dom,success_int,attrition_all,attrition_dom,attrition_int,all_fte,salaried_fte,senior_fte,senior_headcount,sessional_fte,sessional_prop,senior_prop,ssr_all,primary_bfoe,eftsl_sum,primary_bfoe_prop,bfoe_entropy,bfoe_gini_impurity,postgrad_prop,int_prop,ssr_all_type_avg,ssr_salaried_type_avg,sessional_prop_type_avg
387,Blue Mountains International Hotel Management School Pty Limited,PRV12016,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4357-2013,93.11,93.03,93.13,10.34,13.21,9.7,,,,,,,,,mge_com,572.9,0.9975999301797871,0.024345516901979964,0.00478861897014206,0.1850235643218712,0.7820736603246641,23.15441176,55.48898678,0.582720588
388,Australian College of Natural Medicine Pty Ltd,PRV12070,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4361-2013,79.45,79.3,85.37,26.09,26.16,0.0,,,,,,,,,health,2315.435,1.0,0.0,0.0,0.0,0.02324444434847016,23.15441176,55.48898678,0.582720588
389,ICHM Pty Ltd,PRV12099,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4362-2013,89.28,88.81,89.63,19.03,13.83,22.22,,,,,,,,,mge_com,344.4266,1.0,0.0,0.0,0.0,0.569414499344708,23.15441176,55.48898678,0.582720588
390,Edith Cowan College Pty Ltd,PRV12166,NUHEP,current,for_profit,pathway,private,for_profit,2013,4364-2013,67.27,62.97,68.08,18.77,35.48,16.79,,,,,,,,,mge_com,450.37500006,0.3241742991519279,2.387955397451599,0.7868932117726232,0.0,0.8423535942258313,23.15441176,55.48898678,0.582720588
391,Colleges of Business and Technology (WA) Pty Ltd,PRV12157,NUHEP,current,for_profit,pathway,private,for_profit,2013,4365-2013,79.21,75.18,80.82,27.99,18.02,30.89,,,,,,,,,mge_com,713.437500001,0.37354358300429463,2.2854801471740958,0.7596337975047736,0.0,0.714761279017833,23.15441176,55.48898678,0.582720588
392,Melbourne Institute of Technology Pty Ltd,PRV12138,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4367-2013,71.62,59.47,76.33,22.3,20.4,23.08,,,,,,,,,mge_com,887.085159552,0.6112716396629266,1.117803360121637,0.4970169134060786,0.3402549984089851,0.7199630152110125,23.15441176,55.48898678,0.582720588
393,SAE Institute Pty Limited,PRV12042,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4371-2013,67.94,68.12,65.17,28.72,29.24,20.27,,,,,,,,,creat_art,1652.7613999999999,1.0,0.0,0.0,0.0,0.06308805372632735,23.15441176,55.48898678,0.582720588
394,Jansen Newman Institute Pty. Limited,PRV12028,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4373-2013,66.67,66.67,,,,,,,,,,,,,soc_cult,0.375,1.0,0.0,0.0,0.0,0.0,23.15441176,55.48898678,0.582720588
395,Think: Colleges Pty Ltd,PRV12058,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4375-2013,81.26,80.36,89.61,32.87,33.81,20.16,,,,,,,,,mge_com,2583.7915000000003,0.42173971854927145,2.019866673774249,0.7135345215251989,0.026753319685431275,0.09720695342484098,23.15441176,55.48898678,0.582720588
396,UOWC Ltd,PRV12027,NUHEP,current,for_profit,pathway,private,for_profit,2013,4377-2013,63.22,79.14,59.23,9.72,6.67,10.53,,,,,,,,,mge_com,102.625,0.9951278928136419,0.044435630931247735,0.009696739515845485,0.0,0.7978075517661388,23.15441176,55.48898678,0.582720588
397,JMC Pty. Limited,PRV12029,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4378-2013,83.19,82.88,89.96,28.28,28.28,,,,,,,,,,creat_art,2638.08049967,0.8334015963292335,0.6498638956758851,0.27768675113023766,0.0,0.04051929677027345,23.15441176,55.48898678,0.582720588
398,"International College of Management, Sydney Pty. Limited",PRV12025,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4381-2013,77.89,76.22,80.89,20.5,21.11,19.51,,,,,,,,,mge_com,641.304,0.9505491935182067,0.28405942650177746,0.09401084844018714,0.0,0.3594831780247745,23.15441176,55.48898678,0.582720588
399,Kaplan Business School Pty Limited,PRV12094,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4384-2013,58.99,49.93,60.21,34.22,25.81,34.97,,,,,,,,,mge_com,1415.25,1.0,0.0,0.0,0.26435258788199967,0.880851439674969,23.15441176,55.48898678,0.582720588
400,Macleay College Pty Limited,PRV12031,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4386-2013,76.07,76.04,78.05,24.7,24.39,100.0,,,,,,,,,mge_com,239.415844,0.5718757652480176,0.9850419447300529,0.4896677487400237,0.0,0.014270789029317542,23.15441176,55.48898678,0.582720588
401,Raffles College Pty Ltd,PRV12039,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4387-2013,100.0,100.0,100.0,8.01,12.5,7.03,,,,,,,,,mge_com,738.0,0.4071815718157182,1.7919851433970977,0.6815673976946409,0.1681910569105691,0.6814024390243902,23.15441176,55.48898678,0.582720588
402,The Cairnmillar Institute School of Psychology Counselling and Psychotherapy Pty Ltd,PRV12119,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4389-2013,96.43,96.43,,8.26,8.26,,,,,,,,,,soc_cult,148.1875,1.0,0.0,0.0,1.0,0.01560522986081822,23.15441176,55.48898678,0.582720588
403,Educational Enterprises Australia Pty Ltd,PRV12096,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4391-2013,74.08,75.0,74.05,18.89,16.67,18.96,,,,,,,,,mge_com,255.625,0.7511002444987775,1.012035749079648,0.39722000705399896,0.0,0.9667481662591687,23.15441176,55.48898678,0.582720588
404,Academy of Design Australia Pty Ltd,PRV12113,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4396-2013,90.62,90.44,96.83,23.96,17.44,80.0,,,,,,,,,creat_art,235.4,1.0,0.0,0.0,0.0,0.02888700084961767,23.15441176,55.48898678,0.582720588
405,Whitehouse Institute Pty Ltd,PRV12065,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4401-2013,93.7,93.5,98.61,16.83,15.63,40.0,,,,,,,,,creat_art,461.5,1.0,0.0,0.0,0.0,0.0390032502708559,23.15441176,55.48898678,0.582720588
406,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,PRV12083,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4405-2013,68.19,68.19,,37.08,37.08,,,,,,,,,,soc_cult,105.875,1.0,0.0,0.0,0.0,0.0,23.15441176,55.48898678,0.582720588
407,Group Colleges Australia Pty Ltd,PRV12021,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4409-2013,78.14,0.0,78.19,25.8,,25.8,,,,,,,,,mge_com,779.5,1.0,0.0,0.0,0.00785760102629891,0.9993585631815266,23.15441176,55.48898678,0.582720588
408,Acknowledge Education Pty Ltd,PRV12146,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4411-2013,68.5,78.95,67.94,40.22,28.57,41.18,,,,,,,,,mge_com,111.375,1.0,0.0,0.0,0.0,0.9483726150392817,23.15441176,55.48898678,0.582720588
409,Top Education Group Limited,PRV12059,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4415-2013,70.92,70.29,70.94,27.9,9.09,28.38,,,,,,,,,mge_com,725.25,1.0,0.0,0.0,0.0,0.968459152016546,23.15441176,55.48898678,0.582720588
410,Navitas Bundoora Pty Ltd,PRV12186,NUHEP,current,for_profit,pathway,private,for_profit,2013,4417-2013,62.98,62.43,63.17,20.0,30.77,18.29,,,,,,,,,mge_com,453.5,0.6755788313120177,1.3910740704527773,0.504171128877565,0.0,0.7447629547960308,23.15441176,55.48898678,0.582720588
411,Australian School of Management Pty Ltd,PRV12156,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4418-2013,83.94,73.88,86.54,10.0,10.0,,,,,,,,,,mge_com,82.5,1.0,0.0,0.0,0.0,0.796969696969697,23.15441176,55.48898678,0.582720588
412,Kent Institute Australia Pty Ltd,PRV12051,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4420-2013,63.23,,63.23,,,,,,,,,,,,mge_com,28.5,1.0,0.0,0.0,0.0,1.0,23.15441176,55.48898678,0.582720588
413,Le Cordon Bleu Australia Pty Limited,PRV12100,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4421-2013,87.36,84.65,87.62,,,,,,,,,,,,mge_com,336.605,1.0,0.0,0.0,0.22355579982472035,0.9145288988577116,23.15441176,55.48898678,0.582720588
414,Kaplan Higher Education Pty Ltd,PRV12030,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4424-2013,84.72,87.55,64.93,,,,,,,,,,,,mge_com,878.635,0.9576046936441185,0.3178824907118441,0.08234942740040654,0.8831995083282592,0.1252943486203031,23.15441176,55.48898678,0.582720588
415,Australian Institute of Business Pty Ltd,PRV12090,NUHEP,current,for_profit,for_profit,private,for_profit,2013,4425-2013,80.09,80.33,77.14,,,,,,,,,,,,mge_com,310.125,1.0,0.0,0.0,1.0,0.07255139056831923,23.15441176,55.48898678,0.582720588
416,Jazz Music Institute Pty Ltd,PRV12084,NUHEP,current,for_profit,for_profit,private,for_profit,2013,7014-2013,93.45,93.16,100.0,11.54,12.5,0.0,,,,,,,,,creat_art,48.675,1.0,0.0,0.0,0.0,0.04108885464817669,23.15441176,55.48898678,0.582720588
417,Photography Holdings Pty Ltd,PRV12200,NUHEP,current,for_profit,for_profit,private,for_profit,2013,7035-2013,85.32,85.32,,,,,,,,,,,,,creat_art,54.5,1.0,0.0,0.0,0.0,0.0,23.15441176,55.48898678,0.582720588
418,Study Group Australia Pty Limited,PRV12044,NUHEP,current,for_profit,for_profit,private,for_profit,2013,7116-2013,83.96,0.0,84.12,5.81,100.0,4.71,,,,,,,,,mge_com,132.4048,0.9742056179232172,0.17284107508773683,0.05025806386011936,0.0,0.9981118509298756,23.15441176,55.48898678,0.582720588
419,Academy of Information Technology Pty Ltd,PRV12005,NUHEP,current,for_profit,for_profit,private,for_profit,2013,7124-2013,74.4,74.5,74.33,24.32,24.32,,,,,,,,,,creat_art,228.5,0.9890590809628009,0.08696822926791282,0.021642430655641105,0.0,0.5924507658643327,23.15441176,55.48898678,0.582720588
420,Navitas Professional Institute Pty Ltd,PRV12009,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4336-2014,78.73,78.44,89.01,36.74,36.94,28.57,,,,,,,,,soc_cult,2504.103,1.0,0.0,0.0,0.2627871137888497,0.027317566410007897,28.73650794,57.80332056,0.502857143
421,Holmes Institute Pty Ltd as Trustee for Holmes Institute Trust,PRV12128,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4339-2014,66.0,69.27,65.89,32.41,41.35,31.97,,,,,,,,,mge_com,3018.625,1.0,0.0,0.0,0.5268955236241666,0.968404488798708,28.73650794,57.80332056,0.502857143
422,South Australian Institute of Business and Technology Pty Ltd,PRV12102,NUHEP,current,for_profit,pathway,private,for_profit,2014,4344-2014,63.23,57.43,65.47,25.66,35.43,22.27,,,,,,,,,mge_com,953.2255,0.39401925357640977,2.153146620236429,0.747468973928594,0.0,0.7218578395143647,28.73650794,57.80332056,0.502857143
423,Melbourne Institute of Business and Technology Pty Ltd,PRV12137,NUHEP,current,for_profit,pathway,private,for_profit,2014,4348-2014,62.64,66.91,60.13,20.45,24.46,17.43,,,,,,,,,mge_com,2417.75,0.5592493020370178,1.886562755009342,0.6315307854447941,0.0,0.6293558060179919,28.73650794,57.80332056,0.502857143
424,Sydney Institute of Business and Technology Pty Ltd,PRV12046,NUHEP,current,for_profit,pathway,private,for_profit,2014,4349-2014,69.14,60.41,72.87,12.54,13.75,12.13,,,,,,,,,mge_com,2403.125,0.7366970091027308,1.2120231849894796,0.42935017764106864,0.0,0.7004421326397919,28.73650794,57.80332056,0.502857143
425,Queensland Institute of Business & Technology Pty Ltd,PRV12078,NUHEP,current,for_profit,pathway,private,for_profit,2014,4350-2014,69.99,61.98,72.38,21.96,29.06,19.96,,,,,,,,,mge_com,1998.0,0.643581081081081,1.7780346284324222,0.5583934081103126,0.0,0.7701451451451451,28.73650794,57.80332056,0.502857143
426,ACPE Limited,PRV12066,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4352-2014,83.28,83.13,93.57,29.23,29.2,33.33,,,,,,,,,health,788.163,0.340824169619736,2.08651287893715,0.7484953560839516,0.07617459840159967,0.014801506794914248,28.73650794,57.80332056,0.502857143
427,Blue Mountains International Hotel Management School Pty Limited,PRV12016,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4357-2014,90.03,90.99,89.84,11.26,14.06,10.79,,,,,,,,,mge_com,985.876,0.9959345800080335,0.03814233285725173,0.008097784704510898,0.23342286453874525,0.8304594086883138,28.73650794,57.80332056,0.502857143
428,Australian College of Natural Medicine Pty Ltd,PRV12070,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4361-2014,80.32,80.11,89.87,31.7,31.75,28.57,,,,,,,,,health,2505.8192,1.0,0.0,0.0,0.0,0.020930480539058844,28.73650794,57.80332056,0.502857143
429,ICHM Pty Ltd,PRV12099,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4362-2014,90.86,93.43,88.58,10.61,17.39,6.98,,,,,,,,,mge_com,364.67190000000005,1.0,0.0,0.0,0.0,0.5562970440003739,28.73650794,57.80332056,0.502857143
430,Edith Cowan College Pty Ltd,PRV12166,NUHEP,current,for_profit,pathway,private,for_profit,2014,4364-2014,60.9,61.15,60.87,19.31,24.68,18.25,,,,,,,,,mge_com,579.875,0.3211899116188834,2.4391741190682072,0.7969567926054635,0.0,0.9062297909032119,28.73650794,57.80332056,0.502857143
431,Colleges of Business and Technology (WA) Pty Ltd,PRV12157,NUHEP,current,for_profit,pathway,private,for_profit,2014,4365-2014,77.79,75.35,78.64,19.42,19.5,19.39,,,,,,,,,mge_com,775.0625,0.3288444480283848,2.2804645708193805,0.7647976083150115,0.0,0.7429239577453431,28.73650794,57.80332056,0.502857143
432,Melbourne Institute of Technology Pty Ltd,PRV12138,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4367-2014,72.71,64.05,76.0,24.85,31.58,22.45,,,,,,,,,mge_com,779.746639402,0.5702172699852736,1.2125983844330865,0.5290055067764853,0.3531552756844029,0.7243228473586562,28.73650794,57.80332056,0.502857143
433,SAE Institute Pty Limited,PRV12042,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4371-2014,79.56,79.24,85.07,29.33,30.05,15.52,,,,,,,,,creat_art,2094.6546,1.0,0.0,0.0,0.0,0.058910237516008615,28.73650794,57.80332056,0.502857143
434,Think: Colleges Pty Ltd,PRV12058,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4375-2014,80.68,79.91,89.91,33.04,33.75,17.07,,,,,,,,,mge_com,2757.0654999999997,0.34082886315178224,2.107353374427769,0.742588123460239,0.027792230543670433,0.07723193373534287,28.73650794,57.80332056,0.502857143
435,UOWC Ltd,PRV12027,NUHEP,current,for_profit,pathway,private,for_profit,2014,4377-2014,72.94,67.02,74.28,34.69,21.05,37.97,,,,,,,,,mge_com,63.75,0.996078431372549,0.03699692532893585,0.007812379853902331,0.0,0.8156862745098039,28.73650794,57.80332056,0.502857143
436,JMC Pty. Limited,PRV12029,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4378-2014,84.45,84.45,,26.93,26.93,,,,,,,,,,creat_art,2689.745,0.8473368293276872,0.6164649574163817,0.2587142539851782,0.0,0.040271847331252594,28.73650794,57.80332056,0.502857143
437,"International College of Management, Sydney Pty. Limited",PRV12025,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4381-2014,80.1,79.28,82.83,20.41,24.38,13.07,,,,,,,,,mge_com,701.3520000000001,0.9465617835266742,0.30082649880343615,0.10116514698695155,0.018696745713992408,0.23225284878349245,28.73650794,57.80332056,0.502857143
438,Kaplan Business School Pty Limited,PRV12094,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4384-2014,63.14,58.27,63.58,30.32,33.67,29.84,,,,,,,,,mge_com,1536.625,1.0,0.0,0.0,0.39664849914585537,0.918571544781583,28.73650794,57.80332056,0.502857143
439,Macleay College Pty Limited,PRV12031,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4386-2014,81.59,81.38,93.22,26.59,27.0,0.0,,,,,,,,,mge_com,286.66553400000004,0.6284883413992838,0.9518257167965823,0.4669814922489222,0.0,0.017151161953079436,28.73650794,57.80332056,0.502857143
440,Raffles College Pty Ltd,PRV12039,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4387-2014,85.01,90.52,82.06,17.77,12.61,20.36,,,,,,,,,mge_com,726.875,0.4219260533104041,1.7179681547953494,0.6608866091119936,0.19742046431642304,0.6605331040412725,28.73650794,57.80332056,0.502857143
441,The Cairnmillar Institute School of Psychology Counselling and Psychotherapy Pty Ltd,PRV12119,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4389-2014,98.89,98.88,100.0,8.16,8.25,0.0,,,,,,,,,soc_cult,163.6875,1.0,0.0,0.0,1.0,0.020236731576937762,28.73650794,57.80332056,0.502857143
442,Educational Enterprises Australia Pty Ltd,PRV12096,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4391-2014,71.92,78.87,71.74,19.77,33.33,19.29,,,,,,,,,mge_com,353.5,0.6874115983026874,1.121238186510755,0.46091519638930956,0.0,0.9748939179632249,28.73650794,57.80332056,0.502857143
443,Gestalt Therapy Brisbane Pty Ltd,PRV12075,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4392-2014,96.09,96.09,,7.69,7.69,,,,,,,,,,soc_cult,29.25,1.0,0.0,0.0,1.0,0.0,28.73650794,57.80332056,0.502857143
444,Academy of Design Australia Pty Ltd,PRV12113,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4396-2014,91.53,91.99,75.0,23.42,24.3,0.0,,,,,,,,,creat_art,215.9,1.0,0.0,0.0,0.0,0.02593793422880963,28.73650794,57.80332056,0.502857143
445,Whitehouse Institute Pty Ltd,PRV12065,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4401-2014,93.23,93.32,90.02,17.65,16.77,66.67,,,,,,,,,creat_art,433.6664,1.0,0.0,0.0,0.006148504933746308,0.028871962411660203,28.73650794,57.80332056,0.502857143
446,Australian Institute of Professional Counsellors Pty Ltd As Trustee For AIPC Trust,PRV12083,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4405-2014,82.04,81.99,100.0,49.22,49.22,,,,,,,,,,soc_cult,114.125,1.0,0.0,0.0,0.0,0.002190580503833516,28.73650794,57.80332056,0.502857143
447,Group Colleges Australia Pty Ltd,PRV12021,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4409-2014,62.98,,62.98,34.48,,34.48,,,,,,,,,mge_com,490.9175,1.0,0.0,0.0,0.015109463402710232,1.0,28.73650794,57.80332056,0.502857143
448,Acknowledge Education Pty Ltd,PRV12146,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4411-2014,63.84,77.78,63.49,39.78,20.0,40.91,,,,,,,,,mge_com,156.875,1.0,0.0,0.0,0.0,0.9776892430278884,28.73650794,57.80332056,0.502857143
449,Top Education Group Limited,PRV12059,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4415-2014,83.64,74.1,83.86,33.2,19.05,33.61,,,,,,,,,mge_com,791.75,1.0,0.0,0.0,0.7066624565835176,0.9780549415850963,28.73650794,57.80332056,0.502857143
450,Navitas Bundoora Pty Ltd,PRV12186,NUHEP,current,for_profit,pathway,private,for_profit,2014,4417-2014,73.07,77.11,71.12,34.85,33.85,35.15,,,,,,,,,mge_com,649.875,0.5651086747451433,1.5277410485501346,0.5894740362612085,0.0,0.6747451432967878,28.73650794,57.80332056,0.502857143
451,Australian School of Management Pty Ltd,PRV12156,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4418-2014,84.54,80.0,85.34,8.82,16.67,7.14,,,,,,,,,mge_com,113.375,1.0,0.0,0.0,0.0,0.8511576626240352,28.73650794,57.80332056,0.502857143
452,Kent Institute Australia Pty Ltd,PRV12051,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4420-2014,67.63,,67.63,29.49,,29.49,,,,,,,,,mge_com,234.0,1.0,0.0,0.0,0.0,1.0,28.73650794,57.80332056,0.502857143
453,Le Cordon Bleu Australia Pty Limited,PRV12100,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4421-2014,86.16,82.69,86.62,9.94,18.18,8.72,,,,,,,,,mge_com,395.745,1.0,0.0,0.0,0.24858178877812734,0.884711114480284,28.73650794,57.80332056,0.502857143
454,Kaplan Higher Education Pty Ltd,PRV12030,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4424-2014,89.22,92.89,68.56,35.32,34.67,40.0,,,,,,,,,mge_com,806.584,0.9494782936433155,0.35475629293639893,0.09729707916055916,0.8488998046080756,0.15036375628576812,28.73650794,57.80332056,0.502857143
455,Australian Institute of Business Pty Ltd,PRV12090,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4425-2014,78.86,78.45,85.85,8.38,8.45,5.56,,,,,,,,,mge_com,1540.625000003,1.0,0.0,0.0,0.9980527383347706,0.052089249494746435,28.73650794,57.80332056,0.502857143
456,Investment Banking Institute Business School Pty Ltd,PRV12188,NUHEP,current,for_profit,for_profit,private,for_profit,2014,4445-2014,50.0,50.0,,,,,,,,,,,,,mge_com,2.0,1.0,0.0,0.0,0.0,0.0,28.73650794,57.80332056,0.502857143
457,Australian College of the Arts Pty Ltd,PRV12187,NUHEP,current,for_profit,for_profit,private,for_profit,2014,7001-2014,81.59,81.59,,25.51,25.51,,,,,,,,,,creat_art,151.082729,0.7054605626034198,0.8745131658716992,0.41557191442937247,0.0,0.0,28.73650794,57.80332056,0.502857143
458,Jazz Music Institute Pty Ltd,PRV12084,NUHEP,current,for_profit,for_profit,private,for_profit,2014,7014-2014,93.65,93.54,100.0,12.5,12.5,,,,,,,,,,creat_art,57.1,1.0,0.0,0.0,0.0,0.017513134851138354,28.73650794,57.80332056,0.502857143
